,Word,Count
759,2.,4
760,😬,4
761,german,4
762,soundtrack,4
763,send,4
764,minute,4
766,"you,",4
725,history,4
747,@elainehousseas,4
765,won’t,4
745,@derekrking2,4
734,🤣,4
744,asf,4
726,dollar,4
728,y,4
729,biggest,4
679,good.,4
730,pls,4
731,@warnerbros,4
732,20,4
733,you.,4
727,you…,4
735,interesting,4
737,i’d,4
738,anderson’s,4
739,least,4
740,share,4
741,so…,4
743,@lucifernetflix,4
742,couldn't,4
736,us',4
1098,“what,3
1096,worse,3
1097,social,3
1101,girlfriends,3
1099,japanese,3
1100,straight,3
1094,definitely,3
1102,#fightforwynonna…,3
1095,brings,3
1090,daredevil,3
1093,accounts,3
1092,buckets,3
1091,sucks,3
1089,too:,3
1088,pissed,3
1087,finna,3
1086,spot,3
1085,"best,",3
1083,scary,3
1084,here's,3
1111,@leedanielsent,3
1103,w,3
1104,lost,3
1123,drama,3
1081,though,3
1122,scream,3
1121,issues,3
1120,!!!!,3
1119,@lifetimetv,3
1118,children,3
1117,"time,",3
1116,friend,3
1115,much.,3
1114,🤷🏽‍♀️,3
1113,danish,3
1112,body,3
1110,trek,3
1109,morning,3
1108,eating,3
1107,(and,3
1106,rainy,3
1105,moon,3
1082,dying,3
1059,zero,3
1080,crying,3
1047,weird,3
1055,growth,3
1054,bed,3
1053,rewatch,3
1052,hi,3
1051,obviously,3
1050,‼️,3
1049,wit…,3
1048,time.,3
1046,later,3
1057,load,3
1045,up.,3
1044,part,3
1043,30,3
1042,ended,3
1041,emotional,3
1040,couple,3
1039,we’ve,3
1125,nove,3
1056,allowed,3
1058,regret,3
1079,future,3
1070,you've,3
1078,directed,3
1077,review,3
1076,goes,3
1075,ain’t,3
1074,case,3
1073,#saveznation,3
1072,"netflix""",3
1071,somewhere,3
1069,chef,3
1060,apple,3
1068,campaign,3
1067,price,3
1066,switch,3
1065,stars,3
1064,enjoying,3
1063,@nxonnetflix,3
1062,office',3
1061,academy,3
1124,months!,3
1170,php,3
1126,confused,3
1127,favourite,3
1190,sunday,3
1189,&gt;,3
1188,knew,3
1187,joke,3
1186,missing,3
1185,bam,3
1184,ashley,3
1183,d…,3
1182,r,3
1181,@cineworld,3
1180,hilarious,3
1179,😌,3
1178,riverdale,3
1177,me…,3
1176,platform,3
1175,"see,",3
1174,lifetime,3
1173,january,3
1172,seriously,3
1191,cbs,3
1192,"yeah,",3
1193,dylan,3
1205,tears,3
1213,loving,3
1212,#strangerthings,3
1211,b…,3
1210,#saveodaat,3
1209,tired,3
1208,we're,3
1207,youtube,3
1206,mind,3
1204,isnt,3
1195,se,3
1203,‘the,3
1202,true,3
1201,sur,3
1200,let's,3
1199,@whentheyseeus,3
1198,forgive,3
1197,join,3
1196,lately,3
1171,@everythingloria,3
1037,clearly,3
1169,article,3
1137,needa,3
1145,chris,3
1144,entertainment,3
1143,potentially,3
1142,john,3
1141,power,3
1140,care,3
1139,cast,3
1138,become,3
1136,@willieatflo,3
1147,"so,",3
1135,s3,3
1134,they're,3
1133,release,3
1132,willing,3
1131,is…,3
1130,there's,3
1129,sister,3
1128,somebody,3
1146,customers,3
1148,business,3
1168,"but,",3
1159,crib,3
1167,#savewhiskeycavalier,3
1166,asking,3
1165,@captainbin1,3
1164,sounds,3
1163,cant,3
1162,move,3
1161,@spiderverse,3
1160,order,3
1158,doesnt,3
1149,@waypoint,3
1157,tf,3
1156,genesis,3
1155,@shovitarx,3
1154,team,3
1153,working,3
1152,mins,3
1151,considering,3
1150,spt,3
1038,@theritamoreno,3
1194,type,3
1036,confession,3
903,low,3
923,??,3
922,random,3
921,prequel,3
920,cancellation…,3
919,shitty,3
918,@f00dventuresrd,3
917,@senatemajldr,3
916,#poptv,3
915,w…,3
914,song,3
913,cut,3
912,“beats”,3
911,recommendations?,3
910,good?,3
909,reminds,3
908,leaky,3
907,waste,3
906,😂😂,3
905,nbc:,3
924,"amazon,",3
925,li…,3
926,100,3
937,incredible,3
945,@ravaghi…,3
944,drop,3
943,near,3
942,"""it's",3
941,trait,3
940,murder,3
939,october,3
938,support,3
936,went,3
927,@talbertswan,3
935,chilling,3
934,altcoin,3
933,state,3
932,especially,3
931,bob,3
930,kidding,3
929,email,3
928,hates,3
904,#onedayatatime,3
902,dear,3
947,bull,3
901,bad.,3
877,greatest,3
876,hulu.,3
875,against,3
874,moment,3
873,age,3
872,write,3
871,n…,3
870,this:,3
869,mystery,3
868,anxiety,3
867,anyway,3
866,water,3
865,shut,3
864,great.,3
863,"office""",3
862,-netflix,3
861,budget,3
860,subscriber,3
1035,v…,3
878,series.,3
879,"pop,",3
880,ones,3
891,jackson,3
900,stuck,3
899,evening,3
897,long.,3
896,uk,3
895,"music,",3
894,law,3
893,officially,3
892,@speakerpelosi,3
890,fucked,3
881,room,3
889,yay!,3
888,excuse,3
887,glass,3
886,exit,3
885,"ok,",3
884,wine,3
883,alone,3
882,ppl,3
946,loud,3
898,here!,3
948,yes!,3
992,turn,3
1012,you!,3
1011,wifi,3
1010,🤗,3
1009,fav,3
1008,hurt,3
1007,"up,",3
1006,hill,3
1005,sitcom,3
1004,netflix....,3
1003,@wbpictures,3
1002,#dark,3
1001,con,3
1000,neon,3
999,awesome!,3
998,finishing,3
997,yet?,3
996,fall,3
995,"yes,",3
994,finding,3
1013,dropping,3
1014,podcast,3
1016,writing,3
1027,teach,3
1034,@trailerdrake,3
949,france,3
1033,kinda,3
1032,spend,3
1031,mi,3
1030,higher,3
1029,challenge,3
1028,average,3
1026,regular,3
1017,@jawstv1,3
1025,doesn’t,3
1024,french,3
1023,wanting,3
1022,subscriptions,3
1021,7,3
1020,hot,3
1019,tvd,3
1018,fantastic,3
993,die,3
1015,sell,3
991,holy,3
970,@sunnylarue17,3
968,popular,3
967,multiple,3
966,pull,3
965,per,3
964,green,3
963,netflix...,3
962,concert,3
961,@tomellis17,3
959,turns,3
958,site,3
957,open,3
956,thinking,3
955,4k,3
954,below,3
953,bit,3
952,lives,3
990,adding,3
951,list,3
950,sometimes,3
969,removing,3
960,reading,3
984,work.,3
980,felt,3
988,theres,3
971,five,3
987,place,3
986,nearly,3
985,beautiful,3
989,watching.,3
983,re,3
982,whatever,3
981,👌,3
979,@netflix!,3
978,@themarcelruiz,3
977,@ner_ner147,3
976,crypto's,3
975,entire,3
974,recommendations,3
973,🙃,3
972,expose,3
1758,🥰,2
1754,grateful,2
1757,…,2
1756,thru,2
1755,🤧,2
1770,sense,2
1753,#anime,2
1752,same.,2
1751,@comics_read,2
1750,spidey-verse,2
1759,brooklyn,2
1767,shop,2
1760,services,2
1761,md,2
1762,psa:,2
1763,screen,2
1764,less,2
1771,dropped,2
1765,problem,2
1766,far.,2
1768,hehe,2
1769,ou…,2
1748,🙄,2
1749,-nordvpn,2
1728,worst,2
1747,go!,2
1746,becoming,2
1724,box,2
1773,surprised,2
1725,thing…,2
1726,devices,2
1727,again:,2
1729,again.,2
1730,pops,2
1731,@sciencepharmer,2
1732,netflix???,2
1733,putting,2
1734,@ravynnkamia,2
1735,c,2
1736,you'll,2
1737,sets,2
1738,hug,2
1739,ano,2
1740,forward,2
1741,controversial,2
1742,ufo,2
1743,@ob_rachel,2
1745,24,2
1772,&lt;3,2
1816,simply,2
1774,exclusive,2
1811,experiencing,2
1801,exists,2
1802,???,2
1803,word,2
1804,theme,2
1805,resident,2
1806,dubbed,2
1807,@idriselba,2
1808,hunter,2
1809,goodbye,2
1810,@wingingitdaly,2
1812,),2
1775,forensic,2
1813,@thecw,2
1814,involved,2
1815,too?,2
1817,mo…,2
1818,tryna,2
1819,josh,2
1820,laying,2
1821,guarantee,2
1822,parents,2
1722,owners,2
1800,ti…,2
1799,#blackmirror5,2
1798,😪,2
1797,documentaries,2
1776,release.,2
1777,impact,2
1778,up!,2
1779,"cool,",2
1780,finale,2
1781,issue,2
1782,anda,2
1783,creators,2
1784,break,2
1785,off…,2
1786,youtubers,2
1787,raining,2
1788,@heretv,2
1789,block,2
1790,(solo),2
1791,#designatedsurvivor,2
1792,chill.,2
1793,@avatarskorra_,2
1794,major,2
1795,picture,2
1796,ana,2
1723,🥳,2
1634,actually.,2
1721,perfection,2
1657,pearce,2
1647,trigger,2
1648,@netflix’s,2
1649,ben,2
1650,bless,2
1651,po,2
1652,😐,2
1653,rip,2
1654,@brookswheelan,2
1655,for…,2
1656,hopera,2
1658,id,2
1670,wouldn’t,2
1659,😍,2
1660,self,2
1661,alright,2
1662,releases,2
1663,she's,2
1664,@jayycam,2
1665,june,2
1666,pitch,2
1667,oa,2
1668,#lootbear,2
1646,talked,2
1645,fly,2
1644,tapes,2
1643,@minmodulation,2
1622,‘when,2
1623,later.,2
1624,who?,2
1625,no.,2
1626,cold,2
1627,releasing,2
1628,fix,2
1629,boondocks,2
1630,addicting.,2
1631,this…,2
1632,kanye,2
1633,netflix/hulu,2
1824,fuckin,2
1635,'when,2
1636,stream,2
1637,casts,2
1638,@sorteioscor,2
1639,won,2
1640,wrong,2
1641,enough.,2
1642,@stanaustralia,2
1669,played,2
1671,launch,2
1720,now!!!!,2
1708,trouble,2
1698,@netflixfilm,2
1699,"#netflix,",2
1700,zone,2
1701,forget,2
1702,@jsteinerman,2
1703,watch!,2
1704,michael,2
1705,film.,2
1706,keanu,2
1707,hip,2
1709,today.,2
1672,@spindash54,2
1710,artemis',2
1711,prepared,2
1712,blame,2
1713,#hulu,2
1714,proud,2
1715,greys,2
1716,joy,2
1717,"ending,",2
1718,olympians,2
1719,wild,2
1697,😳,2
1696,over…,2
1695,#season4,2
1694,addicted,2
1673,castlevania,2
1674,me!!!,2
1675,@netflixfr,2
1676,y…,2
1677,easy,2
1678,"boy,",2
1679,sdcc?,2
1680,90s,2
1681,guide,2
1682,we'll,2
1683,forbidden,2
1684,moms,2
1685,(,2
1686,@alexiacasey764,2
1687,role!,2
1688,cowards,2
1689,win,2
1690,@donutjilly,2
1691,e,2
1692,@mikemajlak,2
1693,audio,2
1823,fantasy,2
1912,yeah!,2
1825,#santaclaritadiet,2
1964,"film,",2
1954,ugh,2
1955,brown,2
1956,experience,2
1957,character,2
1958,strong,2
1959,😭😭,2
1960,post,2
1961,recent,2
1962,guessing,2
1963,#fav,2
1965,costs,2
1977,lo…,2
1966,separate,2
1967,@kylebarrech,2
1968,anyways.,2
1969,🤷🏾‍♀️,2
1970,cama,2
1971,!!!!!,2
1972,thankful,2
1973,apples,2
1974,cancellation.,2
1975,------,2
1953,@jamesaithie,2
1952,-full,2
1951,projects,2
1950,studios,2
1929,far),2
1930,yet.,2
1931,latest,2
1932,@portal_odaat,2
1933,$10,2
1934,jim,2
1935,networks/streaming,2
1936,visto,2
1937,@netflix's,2
1938,shoutout,2
1939,@adrianairis_p,2
1940,touch,2
1941,young,2
1942,@sethmeyers,2
1943,force,2
1944,glee,2
1945,@blackmirror,2
1946,excitement,2
1947,butt,2
1948,story:,2
1949,@amazonvideo,2
1976,me?,2
1978,continue,2
1826,$500m,2
2015,god.,2
2005,fb,2
2006,vpn,2
2007,remember,2
2008,that.,2
2009,haha,2
2010,ahead,2
2011,show?,2
2012,definitely.,2
2013,weather,2
2014,esta,2
2016,#mouseguard,2
1979,incarcerated,2
2017,@ildymojo,2
2018,momma,2
2019,waige,2
2020,tweeting,2
2021,animal,2
2022,bored,2
2023,us’,2
2024,queria,2
2025,@jeggit,2
1620,news.,2
2004,school,2
2003,"time""",2
2002,nah,2
2001,you’ve,2
1980,@bbw_bff,2
1981,@derpyalts_,2
1982,movie?,2
1983,"mother,",2
1984,kids.,2
1985,episode?,2
1986,one.,2
1987,youth,2
1988,why?,2
1989,"anderson,",2
1990,poor.,2
1991,paying,2
1992,gym,2
1993,ip,2
1994,trans,2
1995,🔥,2
1996,😢,2
1997,allow,2
1998,they'll,2
1999,mirror.,2
2000,whoever,2
1928,behind,2
1927,"in,",2
1926,adventure,2
1862,@fanma16,2
1852,riot,2
1853,"honest,",2
1854,@jared_webb1,2
1855,interested,2
1856,viendo,2
1857,heist,2
1858,shouldn’t,2
1859,carmen:,2
1860,nice,2
1861,😭😭😭😭,2
1863,um,2
1925,yorke's,2
1864,estoy,2
1865,silent,2
1866,streamers,2
1867,delete,2
1868,crack,2
1869,con…,2
1870,men,2
1871,hearing,2
1872,:,2
1873,consider,2
1851,☺️,2
1850,#renewstar,2
1849,world.,2
1848,interview,2
1827,@sakhireal10,2
1828,comedy.,2
1829,making…,2
1830,drake,2
1831,mine,2
1832,titanic,2
1833,く,2
1834,talk,2
1835,sweet,2
1836,"week,",2
1837,$nflx,2
1838,sunsets,2
1839,assiste,2
1840,button,2
1841,rescued,2
1842,ha…,2
1843,"(netflix),",2
1844,slasher,2
1845,due,2
1846,face,2
1847,book,2
1874,romantic,2
1875,hasn’t,2
1876,dm,2
1901,kiss,2
1903,apparently,2
1904,wondering,2
1905,remains,2
1906,tom,2
1907,cancelation,2
1908,gem,2
1909,psa,2
1910,@realdonaldtrump,2
1911,corporate,2
1913,dollars,2
1914,em,2
1915,outta,2
1916,greedy,2
1917,trio,2
1918,gone,2
1919,@avery_chambers4,2
1920,roasts,2
1921,woman,2
1922,idc,2
1923,but…,2
1924,husband,2
1902,completely,2
1900,chinese,2
1877,deserve,2
1899,"interesting,",2
1878,@d_kendrick633,2
1879,(so,2
1880,this?,2
1881,barely,2
1882,voice,2
1883,nephew,2
1884,@katieb_423,2
1885,@sd_comic_con,2
1886,🥺,2
1887,yourself,2
1888,12,2
1889,decided,2
1890,“,2
1891,remote,2
1892,'spider-man:,2
1893,shame,2
1894,ending,2
1895,dawn,2
1896,record,2
1897,"shit,",2
1898,elite,2
1621,#giveaway,2
1744,you”,2
1619,cancelando,2
1352,????,2
1342,furious,2
1343,@orionanakaris,2
1344,yes!!!,2
1345,@oprah,2
1346,"books,",2
1347,magic,2
1348,interest,2
1349,television,2
1350,dream,2
1351,"""one",2
1353,#odaatsaved,2
1340,back!!!,2
1354,key,2
1355,buying,2
1356,📍netflix,2
1357,tvline,2
1358,plus,2
1359,marlon,2
1360,prison,2
1361,beginning,2
1362,favs.,2
1363,@netflix?,2
1341,changing,2
1339,minutes.,2
1416,theory,2
1326,that?,2
1316,"skins""",2
1317,maybe!,2
1318,expect,2
1319,we…,2
1320,ago.,2
1321,mf,2
1322,drew,2
1323,via…,2
1324,@hamillhimself,2
1325,@sorteiodecnts,2
1327,van,2
1338,#luciferseason6,2
1328,"out,",2
1329,angry,2
1330,others,2
1331,ting,2
1332,intro,2
1333,shooter,2
1334,"sci-fi,",2
1335,@jitty009,2
1336,scenes,2
1337,tonight:,2
1364,@laurengerman,2
1365,euphoria,2
1366,laid,2
1403,teen,2
1393,"oh,",2
1394,"one,",2
1395,smart,2
1396,@toforeveer,2
1397,@jbook08,2
1398,ignore,2
1399,casting,2
1400,trash,2
1401,enjoy,2
1402,or…,2
1404,thin…,2
1367,pam,2
1405,😎,2
1406,immediately,2
1407,fascinating,2
1408,gunna,2
1409,ep,2
1410,watches,2
1411,nbcuniversal,2
1412,marketing,2
1413,😁,2
1414,reading.,2
1392,@archna2011,2
1391,across,2
1390,park,2
1389,entered,2
1368,@schittscreek,2
1369,though.,2
1370,@kim_bo_slice_,2
1371,wish,2
1372,ends,2
1373,(2019),2
1374,25,2
1375,examples:,2
1376,"diet,",2
1377,subscribing,2
1378,deja,2
1379,bien,2
1380,sigue:,2
1381,throwing,2
1382,stadia,2
1383,be…,2
1384,serious,2
1385,starts,2
1386,trusted,2
1387,ralph,2
1388,college,2
1315,cancelling,2
1314,@technicallytee,2
1313,modern,2
1249,@danblackroyd,2
1239,four,2
1240,dale!,2
1241,haunting,2
1242,ideas,2
1243,figure,2
1244,hotel,2
1245,no!,2
1246,'paris,2
1247,taught,2
1248,2021.,2
1250,fr…,2
1262,york,2
1251,services:,2
1252,nowadays,2
1253,@warnermediagrp,2
1254,each,2
1255,creating,2
1256,@history_momma,2
1257,boyfriend,2
1258,como,2
